tasks,method,journal,label,field,field2,rjournal,ryear,rdoi,jid,type,year,wos_doi,arxiv_id,lag
"['Instance Segmentation', 'object-detection', 'Object Detection', 'Semantic Segmentation']","['Linear Layer', 'Absolute Position Encodings', 'Position-Wise Feed-Forward Layer', 'Softmax', 'Label Smoothing', 'Adam', 'Layer Normalization', 'BPE', 'Multi-Head Attention', 'Scaled Dot-Product Attention', 'Dense Connections', 'Residual Connection', 'Dropout', 'Transformer']",information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2020.0,10.1007/978-3-030-58604-1_20,10.0,Article,2022.0,10.1016/j.ipm.2022.102868,,2.0
[],[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2019.0,10.1016/j.ipm.2019.05.010,10.0,Article,2022.0,10.1016/j.ipm.2021.102735,,3.0
[],[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2019.0,10.1016/j.ipm.2019.05.010,10.0,Article,2021.0,10.1016/j.ipm.2021.102564,,2.0
[],[],telematics and informatics,0.0,['Computer Science'],['Computer Science'],ArXiv,2019.0,10.1016/j.ipm.2019.05.010,11.0,Article,2020.0,10.1016/j.tele.2019.101326,,1.0
"['Computed Tomography (CT)', 'COVID-19 Diagnosis', 'Image Segmentation', 'Management', 'Semantic Segmentation']",[],journal of the american medical informatics association,0.0,['Medicine'],['Medicine'],Medical image analysis,2020.0,10.1016/j.media.2020.101844,21.0,Review,2021.0,10.1093/jamia/ocab098,,1.0
"['Collaborative Filtering', 'Recommendation Systems']",[],information processing & management,2.0,,['Computer Science'],Journal of Intelligent Information Systems,2016.0,10.1007/s10844-016-0424-5,10.0,Article,2022.0,10.1016/j.ipm.2022.103031,,6.0
[],[],journal of informetrics,2.0,"['Psychology', 'Computer Science', 'Medicine']",['Psychology'],Scientific Reports,2020.0,10.1038/s41598-021-98147-w,18.0,Article,2022.0,10.1016/j.joi.2022.101260,,2.0
"['reinforcement-learning', 'Reinforcement Learning (RL)']",[],knowledge organization,2.0,"['Computer Science', 'Medicine', 'Mathematics']",['Computer Science'],2022 IEEE/ACM 30th International Conference on Program Comprehension (ICPC),2017.0,10.1145/nnnnnnn.nnnnnnn,64.0,Article,2021.0,10.5771/0943-7444-2021-1-8,,4.0
['BIG-bench Machine Learning'],[],scientometrics,2.0,,['Computer Science'],Scientometrics,2020.0,10.1007/s11192-020-03744-7,32.0,Article,2022.0,10.1007/s11192-022-04391-w,,2.0
['BIG-bench Machine Learning'],[],scientometrics,2.0,,['Computer Science'],Scientometrics,2020.0,10.1007/s11192-020-03744-7,32.0,Article,2022.0,10.1007/s11192-021-04260-y,,2.0
['BIG-bench Machine Learning'],[],scientometrics,2.0,,['Computer Science'],Scientometrics,2020.0,10.1007/s11192-020-03744-7,32.0,Article,2021.0,10.1007/s11192-021-04172-x,,1.0
"['BIG-bench Machine Learning', 'Data Compression']",[],international journal of information management,0.0,,['Computer Science'],Artificial Intelligence Review,2021.0,10.1007/s10462-021-10039-7,1.0,Article,2022.0,10.1016/j.ijinfomgt.2022.102505,,1.0
"['Decision Making', 'Ensemble Learning', 'regression', 'Time Series Analysis', 'Time Series Forecasting']",['Gaussian Process'],scientometrics,2.0,"['Computer Science', 'Biology']",['Computer Science'],"Chaos, Solitons, and Fractals",2020.0,10.1016/j.chaos.2020.109853,32.0,Article,2021.0,10.1007/s11192-021-04066-y,,1.0
"['Decision Making', 'Ensemble Learning', 'regression', 'Time Series Analysis', 'Time Series Forecasting']",['Gaussian Process'],scientometrics,2.0,"['Computer Science', 'Biology']",['Computer Science'],"Chaos, Solitons, and Fractals",2020.0,10.1016/j.chaos.2020.109853,32.0,Article,2020.0,10.1007/s11192-020-03706-z,,0.0
['General Classification'],[],electronic library,1.0,"['Computer Science', 'Mathematics']",['Computer Science'],ArXiv,2020.0,10.1016/j.patcog.2020.107612,56.0,Article,2021.0,10.1108/el-07-2020-0209,,1.0
"['Language Modelling', 'Opinion Mining']",[],profesional de la informacion,1.0,"['Business', 'Computer Science']",['Physics'],ArXiv,2020.0,10.3390/su13052673,44.0,Article,2022.0,10.3145/epi.2022.ene.14,,2.0
['Recommendation Systems'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 14th ACM Conference on Recommender Systems,2020.0,10.1145/3383313.3418479,10.0,Article,2021.0,10.1016/j.ipm.2021.102666,,1.0
[],[],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],Inf. Sci.,2020.0,10.1016/j.ins.2020.12.073,10.0,Article,2022.0,10.1016/j.ipm.2022.102901,,2.0
['Recommendation Systems'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2015.0,10.1016/j.ipm.2014.08.007,10.0,Article,2017.0,10.1016/j.ipm.2017.01.001,,2.0
['Recommendation Systems'],[],information research-an international electronic journal,1.0,['Computer Science'],['Computer Science'],ArXiv,2015.0,10.1016/j.ipm.2014.08.007,68.0,Article,2022.0,10.47989/irpaper934,,7.0
['Recommendation Systems'],[],information research-an international electronic journal,1.0,['Computer Science'],['Computer Science'],ArXiv,2015.0,10.1016/j.ipm.2014.08.007,68.0,Article,2022.0,10.47989/irpaper924,,7.0
['Recommendation Systems'],[],journal of the association for information science and technology,2.0,['Computer Science'],['Computer Science'],ArXiv,2015.0,10.1016/j.ipm.2014.08.007,39.0,Article,2019.0,10.1002/asi.24123,,4.0
['Recommendation Systems'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2015.0,10.1016/j.ipm.2014.08.007,10.0,Article,2018.0,10.1016/j.ipm.2017.05.004,,3.0
['Marketing'],[],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],ACM Computing Surveys (CSUR),2020.0,10.1145/3466818,10.0,Article,2022.0,10.1016/j.ipm.2022.103027,,2.0
"['Information Retrieval', 'Retrieval']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 2020 ACM SIGIR on International Conference on Theory of Information Retrieval,2020.0,10.1145/3409256.3409829,10.0,Article,2022.0,10.1016/j.ipm.2022.103026,,2.0
['General Classification'],[],scientometrics,2.0,"['Computer Science', 'Medicine']",['Computer Science'],Frontiers in Research Metrics and Analytics,2020.0,10.3389/frma.2020.600382,32.0,Article,2022.0,10.1007/s11192-022-04352-3,,2.0
['Recommendation Systems'],['Interpretability'],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],Proceedings of the 27th ACM SIGKDD Conference on Knowledge Discovery & Data Mining,2020.0,10.1145/3447548.3467066,10.0,Review,2022.0,10.1016/j.ipm.2021.102853,,2.0
[],['Interpretability'],journal of the american medical informatics association,0.0,"['Medicine', 'Computer Science', 'Mathematics']",['Computer Science'],Journal of biomedical informatics,2020.0,10.1016/j.jbi.2020.103655,21.0,Review; Early Access,2022.0,10.1093/jamia/ocac058,,2.0
[],['Interpretability'],journal of the american medical informatics association,0.0,"['Medicine', 'Computer Science', 'Mathematics']",['Computer Science'],Journal of biomedical informatics,2020.0,10.1016/j.jbi.2020.103655,21.0,Article,2021.0,10.1093/jamia/ocab035,,1.0
['Representation Learning'],[],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],Inf. Process. Manag.,2020.0,10.1016/j.ipm.2021.102534,10.0,Article,2022.0,10.1016/j.ipm.2022.103021,,2.0
['Representation Learning'],[],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],Inf. Process. Manag.,2020.0,10.1016/j.ipm.2021.102534,10.0,Article,2022.0,10.1016/j.ipm.2022.103004,,2.0
['Representation Learning'],[],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],Inf. Process. Manag.,2020.0,10.1016/j.ipm.2021.102534,10.0,Article,2022.0,10.1016/j.ipm.2022.102965,,2.0
"['Continual Pretraining', 'Document Classification', 'Drug–drug Interaction Extraction', 'Language Modelling', 'named-entity-recognition', 'Named Entity Recognition', 'Named Entity Recognition (NER)', 'NER', 'Participant Intervention Comparison Outcome Extraction', 'PICO', 'Question Answering', 'Relation Extraction', 'Sentence Similarity', 'Text Classification']","['Linear Layer', 'Dense Connections', 'WordPiece', 'Residual Connection', 'Linear Warmup With Linear Decay', 'GELU', 'Layer Normalization', 'Scaled Dot-Product Attention', 'Adam', 'Dropout', 'Multi-Head Attention', 'Weight Decay', 'Attention Dropout', 'Softmax', 'BERT']",journal of the american medical informatics association,0.0,['Computer Science'],['Computer Science'],ACM Transactions on Computing for Healthcare (HEALTH),2020.0,10.1145/3458754,21.0,Article,2022.0,10.1093/jamia/ocac092,,2.0
"['Continual Pretraining', 'Document Classification', 'Drug–drug Interaction Extraction', 'Language Modelling', 'named-entity-recognition', 'Named Entity Recognition', 'Named Entity Recognition (NER)', 'NER', 'Participant Intervention Comparison Outcome Extraction', 'PICO', 'Question Answering', 'Relation Extraction', 'Sentence Similarity', 'Text Classification']","['Linear Layer', 'Dense Connections', 'WordPiece', 'Residual Connection', 'Linear Warmup With Linear Decay', 'GELU', 'Layer Normalization', 'Scaled Dot-Product Attention', 'Adam', 'Dropout', 'Multi-Head Attention', 'Weight Decay', 'Attention Dropout', 'Softmax', 'BERT']",journal of the american medical informatics association,0.0,['Computer Science'],['Computer Science'],ACM Transactions on Computing for Healthcare (HEALTH),2020.0,10.1145/3458754,21.0,Article,2022.0,10.1093/jamia/ocac051,,2.0
['BIG-bench Machine Learning'],[],library hi tech,1.0,"['Computer Science', 'Medicine']",['Computer Science'],Frontiers in Artificial Intelligence,2020.0,10.3389/frai.2021.576892,42.0,Article,2022.0,10.1108/lht-08-2021-0252,,2.0
"['Decision Making', 'Recommendation Systems']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Inf. Fusion,2020.0,10.1016/j.inffus.2020.12.001,10.0,Article,2021.0,10.1016/j.ipm.2021.102662,,1.0
"['Multi-Task Learning', 'Transfer Learning']","['Linear Layer', 'Dense Connections', 'WordPiece', 'Residual Connection', 'Linear Warmup With Linear Decay', 'GELU', 'Layer Normalization', 'Scaled Dot-Product Attention', 'Adam', 'Dropout', 'Multi-Head Attention', 'Weight Decay', 'Attention Dropout', 'Softmax', 'BERT']",journal of the american medical informatics association,0.0,['Computer Science'],['Computer Science'],ArXiv,2020.0,10.1016/j.patrec.2020.05.031,21.0,Article,2021.0,10.1093/jamia/ocab126,,1.0
"['Multi-Task Learning', 'Transfer Learning']","['Linear Layer', 'Dense Connections', 'WordPiece', 'Residual Connection', 'Linear Warmup With Linear Decay', 'GELU', 'Layer Normalization', 'Scaled Dot-Product Attention', 'Adam', 'Dropout', 'Multi-Head Attention', 'Weight Decay', 'Attention Dropout', 'Softmax', 'BERT']",information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2020.0,10.1016/j.patrec.2020.05.031,10.0,Article,2021.0,10.1016/j.ipm.2021.102551,,1.0
"['Active Learning', 'Event Extraction', 'text-classification', 'Text Classification']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Data Intelligence,2021.0,10.1162/dint_a_00092,10.0,Article,2022.0,10.1016/j.ipm.2022.103063,,1.0
"['Domain Adaptation', 'Unsupervised Domain Adaptation']","['Convolution', 'Residual Connection', 'Dilated Causal Convolution', 'Scaled Dot-Product Attention', 'Leaky ReLU', 'Dropout', 'Weight Normalization', 'ReLU', 'Bridge-net', 'GLU', 'L1 Regularization', 'Softsign Activation', 'Softmax', 'DV3 Convolution Block', 'Normalizing Flows', 'DV3 Attention Block', 'Dense Connections', 'Mixture of Logistic Distributions', 'WaveNet', 'ClariNet']",journal of enterprise information management,0.0,"['Medicine', 'Computer Science', 'Mathematics']",['Computer Science'],IEEE Transactions on Neural Networks and Learning Systems,2020.0,10.1109/tnnls.2021.3086093,14.0,Article,2022.0,10.1108/jeim-03-2021-0152,,2.0
"['Domain Adaptation', 'Unsupervised Domain Adaptation']","['Convolution', 'Residual Connection', 'Dilated Causal Convolution', 'Scaled Dot-Product Attention', 'Leaky ReLU', 'Dropout', 'Weight Normalization', 'ReLU', 'Bridge-net', 'GLU', 'L1 Regularization', 'Softsign Activation', 'Softmax', 'DV3 Convolution Block', 'Normalizing Flows', 'DV3 Attention Block', 'Dense Connections', 'Mixture of Logistic Distributions', 'WaveNet', 'ClariNet']",information processing & management,2.0,"['Medicine', 'Computer Science', 'Mathematics']",['Computer Science'],IEEE Transactions on Neural Networks and Learning Systems,2020.0,10.1109/tnnls.2021.3086093,10.0,Article,2022.0,10.1016/j.ipm.2022.103085,,2.0
"['Decision Making', 'Ensemble Learning', 'General Classification', 'Graph Embedding', 'Recommendation Systems']",[],data technologies and applications,2.0,,['Computer Science'],Multimedia Tools and Applications,2020.0,10.1007/s11042-020-09949-5,52.0,Article,2022.0,10.1108/dta-09-2020-0232,,2.0
"['Language Identification', 'Sentiment Analysis']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],,2020.0,10.18653/v1/2020.semeval-1.100,10.0,Article,2021.0,10.1016/j.ipm.2021.102597,,1.0
"['BIG-bench Machine Learning', 'Interpretable Machine Learning', 'Model Selection', 'Mortality Prediction']",[],journal of the american medical informatics association,0.0,"['Medicine', 'Computer Science', 'Mathematics', 'Biology']",['Medicine'],Scientific Reports,2020.0,10.1038/s41598-021-84781-x,21.0,Article,2022.0,10.1093/jamia/ocac083,,2.0
"['BIG-bench Machine Learning', 'Interpretable Machine Learning', 'Model Selection', 'Mortality Prediction']",[],journal of the american medical informatics association,0.0,"['Medicine', 'Computer Science', 'Mathematics', 'Biology']",['Medicine'],Scientific Reports,2020.0,10.1038/s41598-021-84781-x,21.0,Article,2022.0,10.1093/jamia/ocac070,,2.0
"['Conversational Search', 'Document Ranking']",[],journal of the association for information science and technology,2.0,['Computer Science'],['Computer Science'],Proceedings of the 2020 ACM SIGIR on International Conference on Theory of Information Retrieval,2020.0,10.1145/3409256.3409817,39.0,Article,2022.0,10.1002/asi.24562,,2.0
"['Community Detection', 'Link Prediction', 'Network Embedding']",[],journal of informetrics,2.0,"['Computer Science', 'Physics']",['Computer Science'],ArXiv,2020.0,10.1016/j.cosrev.2020.100247,18.0,Article,2022.0,10.1016/j.joi.2022.101346,,2.0
"['Community Detection', 'Link Prediction', 'Network Embedding']",[],journal of informetrics,2.0,"['Computer Science', 'Physics']",['Computer Science'],ArXiv,2020.0,10.1016/j.cosrev.2020.100247,18.0,Article,2021.0,10.1016/j.joi.2021.101173,,1.0
